/inet/tutorials/wireless/results/Wireless09-0.sca_Wireless09-0-20180612-09:15:07-16610_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-1.sca_Wireless09-1-20180612-09:15:09-16626_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-2.sca_Wireless09-2-20180612-09:15:12-16638_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-3.sca_Wireless09-3-20180612-09:15:16-16651_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-4.sca_Wireless09-4-20180612-09:15:18-16664_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-5.sca_Wireless09-5-20180612-09:15:22-16676_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-6.sca_Wireless09-6-20180612-09:15:24-16688_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-7.sca_Wireless09-7-20180612-09:15:28-16700_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-8.sca_Wireless09-8-20180612-09:15:31-16712_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-9.sca_Wireless09-9-20180612-09:15:33-16724_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-10.sca_Wireless09-10-20180612-09:15:37-16736_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-11.sca_Wireless09-11-20180612-09:15:40-16748_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-12.sca_Wireless09-12-20180612-09:15:43-16760_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-13.sca_Wireless09-13-20180612-09:15:46-16773_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean,/inet/tutorials/wireless/results/Wireless09-14.sca_Wireless09-14-20180612-09:15:49-16786_WirelessB.hostB.udpApp[0]_endToEndDelay:histogram:mean
0.238561,0.234576,0.22366,0.245746,0.249956,0.237595,0.23794,0.236152,0.213664,0.240057,0.259765,0.24563,0.230472,0.22486,0.225333
